# 0.001 
0.5005 0.0126
0.5092 0.1024
None


# 0.01 
0.5014 0.0128
0.5134 0.1020
None


# 0.1 
0.5344 0.0132
0.5749 0.0979
None


# 1.0 
0.7840 0.0196
0.9826 0.0797
None


# 10.0 
1.6988 0.0665
3.5006 0.2787
None


# 100.0 
4.6108 0.1760
3.5006 0.2787
None


