([(0, 529, 0.059264408291525426), (1, 194, 0.08981408847025066), (2, 239, 0.12281902080902969), (3, 698, 0.05576113111824795), (4, 691, 0.06034815166692993), (5, 373, 0.10675717394520207)], 0.4947639743011857)
([(0, 313, 0.13807058793165727), (1, 395, 0.06017601877685614), (2, 663, 0.09235025225779639), (3, 342, 0.12469358127331663), (4, 652, 0.08109593062254582), (5, 738, 0.08064422769912719)], 0.5770305985612995)
([(0, 193, 0.0931471050806887), (1, 741, 0.0790681641207393), (2, 246, 0.1070972140842987), (3, 513, 0.0893302632781793), (4, 692, 0.08256602323387581), (5, 295, 0.08256436550873618)], 0.5337731353065179)
([(0, 400, 0.03840006780035831), (1, 224, 0.12007136930731917), (2, 193, 0.22148001402690642), (3, 603, 0.09633834546569776), (4, 730, 0.05431451295850134), (5, 528, 0.046682243769692315)], 0.5772865533284753)
([(0, 548, 0.07788528054006569), (1, 468, 0.0715166688883608), (2, 328, 0.10816345564963421), (3, 509, 0.05393219507168892), (4, 718, 0.0635391726575853), (5, 515, 0.06978753882332162)], 0.4448243116306565)
([(0, 237, 0.12951781767001236), (1, 667, 0.06078996140517793), (2, 304, 0.1033583317974348), (3, 628, 0.09375153424095069), (4, 278, 0.109040559388678), (5, 387, 0.06285564520245134)], 0.5593138497047051)
([(0, 206, 0.0842976131780486), (1, 779, 0.05733593496712682), (2, 333, 0.07772979548392166), (3, 332, 0.10742846066515074), (4, 497, 0.08050854129631684), (5, 508, 0.06918443945511894)], 0.4764847850456836)
([(0, 356, 0.08960275807761023), (1, 438, 0.07735327497746627), (2, 587, 0.0953700919619134), (3, 328, 0.06519207344049366), (4, 364, 0.06035321610227087), (5, 728, 0.06821568395163115)], 0.45608709851138557)
([(0, 298, 0.07538578574227914), (1, 431, 0.05464507511296353), (2, 458, 0.059491598192963305), (3, 417, 0.14579538684147517), (4, 372, 0.11332999764773992), (5, 728, 0.033767723803365644)], 0.4824155673407867)
([(0, 341, 0.09521348293882849), (1, 536, 0.08534864599153587), (2, 300, 0.07918142121154845), (3, 517, 0.054070660125551305), (4, 692, 0.07513246640043994), (5, 525, 0.10454256462812223)], 0.4934892412960263)
([(0, 697, 0.054608838779745185), (1, 502, 0.037406007523606934), (2, 295, 0.10185700150999369), (3, 204, 0.1472442988919617), (4, 516, 0.07542845174319837), (5, 195, 0.13361674913587546)], 0.5501613475843814)
([(0, 376, 0.068163515640725), (1, 568, 0.043683142592007174), (2, 578, 0.042554999916141534), (3, 394, 0.048887207375457084), (4, 737, 0.07555608867430758), (5, 394, 0.08535817154668691)], 0.36420312574532526)
([(0, 221, 0.12423104189741285), (1, 707, 0.06882265875264855), (2, 385, 0.09265166106225872), (3, 303, 0.0941651025951297), (4, 732, 0.053776419268816184), (5, 361, 0.0955893630450058)], 0.5292362466212717)
([(0, 336, 0.07712732866233793), (1, 375, 0.08734150728614133), (2, 722, 0.04475974133758367), (3, 303, 0.07492372610424122), (4, 382, 0.0452619994246004), (5, 536, 0.12329035569299308)], 0.45270465850789765)
([(0, 602, 0.0878463996609222), (1, 653, 0.08255481307938979), (2, 241, 0.09265460082806488), (3, 639, 0.09114129296344027), (4, 583, 0.11994960428051567), (5, 382, 0.10710155854051488)], 0.5812482693528477)
([(0, 475, 0.05548625333426649), (1, 602, 0.05598387654687599), (2, 566, 0.08071982129001659), (3, 450, 0.06507953194035387), (4, 656, 0.12261585577148569), (5, 658, 0.07714291234665253)], 0.4570282512296512)
([(0, 157, 0.13108218326911217), (1, 441, 0.043296115524306816), (2, 177, 0.13837038019565412), (3, 327, 0.12075451420852817), (4, 693, 0.06151696886155782), (5, 758, 0.06557906037197103)], 0.5605992224311301)
([(0, 536, 0.07380709898911468), (1, 518, 0.08320481092328035), (2, 324, 0.1671191378865443), (3, 663, 0.07731577383369043), (4, 471, 0.08455233743125479), (5, 601, 0.03271029568596473)], 0.5187094547498492)
([(0, 759, 0.08528716341838215), (1, 143, 0.06458767724487813), (2, 213, 0.044832381733945666), (3, 196, 0.11600189014781644), (4, 188, 0.12405283948305536), (5, 588, 0.05149769490247482)], 0.4862596469305525)
([(0, 461, 0.0965111897811258), (1, 368, 0.13310051529337305), (2, 686, 0.05817936688029781), (3, 678, 0.11538865332642301), (4, 296, 0.07311556366637387), (5, 336, 0.07134875489166947)], 0.547644043839263)
([(0, 167, 0.13815388361569844), (1, 224, 0.09456652522922461), (2, 169, 0.19085070972139545), (3, 629, 0.06505569164121339), (4, 279, 0.05761418792941073), (5, 720, 0.08109598218024688)], 0.6273369803171895)
