([(0, 30, 0.2885824440798901), (1, 30, 0.006500282355380668), (2, 30, 0.1778802395209788), (3, 30, 0.17975213521867894), (4, 29, 0.2777886756251653), (5, 30, 0.011993407535347276)], 0.9424971843354412)
([(0, 31, 0.22529747169451833), (1, 31, 0.01853933640941576), (2, 31, 0.5426997552213912), (3, 31, 0.19696345663360565), (4, 30, 0.24501191519716795), (5, 31, 0.03868314445823788)], 1.2671950796143368)
([(0, 32, 0.31439159844167647), (1, 32, 0.03143806058401836), (2, 33, 0.12496161281359164), (3, 33, 0.21417723173522138), (4, 32, 0.2565808148536609), (5, 32, 0.07036499181126793)], 1.0119143102394368)
([(0, 30, 0.4009529617388723), (1, 30, 0.0897320713978598), (2, 30, 0.1724774709839858), (3, 30, 0.23182124475758192), (4, 29, 0.15055379194764304), (5, 30, 0.05610775560949976)], 1.1016452964354426)
([(0, 28, 0.3114296851231052), (1, 28, 0.0691559716916278), (2, 28, 0.32927649120069674), (3, 27, 0.1818802955702141), (4, 27, 0.305395917288915), (5, 27, 0.027532303387796758)], 1.2246706642623557)
([(0, 36, 0.25108187509554947), (1, 36, 0.03480860011032147), (2, 36, 0.2606313311288116), (3, 36, 0.161997735189359), (4, 36, 0.09659241838282354), (5, 36, 0.01891670760403142)], 0.8240286675108965)
([(0, 36, 0.1705402022467416), (1, 36, 0.04530245387025086), (2, 36, 0.12034611353286091), (3, 36, 0.25174382297235637), (4, 35, 0.37186695748114623), (5, 36, 0.025203181539951852)], 0.9850027316433079)
([(0, 37, 0.32869569162368284), (1, 37, 0.0577506843503304), (2, 37, 0.07408739339670427), (3, 37, 0.08925490144351479), (4, 36, 0.187542526938334), (5, 37, 0.03800629933412873)], 0.775337497086695)
([(0, 28, 0.13084569927029854), (1, 28, 0.02416571481466979), (2, 28, 0.16181354760862773), (3, 28, 0.15612987708714468), (4, 28, 0.09976555102014564), (5, 28, 0.0339132076167287)], 0.606633597417615)
([(0, 29, 0.1658270386048075), (1, 29, 0.057372259600364545), (2, 29, 0.12750522447908305), (3, 29, 0.13972755130643455), (4, 29, 0.40396407449170635), (5, 29, 0.027516040482615155)], 0.9219121889650111)
([(0, 28, 0.19766954312604393), (1, 28, 0.06852342194352505), (2, 28, 0.11210068223854458), (3, 28, 0.23085062404248746), (4, 27, 0.2508135092682153), (5, 28, 0.06894750476761272)], 0.928905285386429)
([(0, 38, 0.17468236541385537), (1, 38, 0.04343637850136492), (2, 39, 0.12009407241598047), (3, 38, 0.1210032813957471), (4, 38, 0.22062383179581477), (5, 39, 0.004301525355758527)], 0.6841414548785212)
([(0, 35, 0.2603856321838072), (1, 35, 0.027955913987966763), (2, 36, 0.10837667674493977), (3, 36, 0.3412863244936851), (4, 36, 0.1926403516357026), (5, 36, 0.022591053611622156)], 0.9532359526577237)
([(0, 31, 0.1101818059362478), (1, 30, 0.06516313782209385), (2, 30, 0.1713020147277878), (3, 31, 0.20826869475925425), (4, 30, 0.13514773875412803), (5, 30, 0.0172435694450775)], 0.7073069614445893)
([(0, 30, 0.2891321978511731), (1, 30, 0.12362424594944278), (2, 30, 0.26703671620287267), (3, 30, 0.1565673256431794), (4, 29, 0.18831689552552733), (5, 30, 0.09626778168558586)], 1.1209451628577811)
([(0, 33, 0.09027666896774746), (1, 33, 0.0601686714032218), (2, 33, 0.22007404049950693), (3, 33, 0.14254251293135162), (4, 32, 0.3665747718679821), (5, 33, 0.08586258000555605)], 0.965499245675366)
([(0, 32, 0.15093540612255685), (1, 32, 0.06600664104493857), (2, 32, 0.1967765025558576), (3, 32, 0.43856581105216097), (4, 31, 0.31981418048714366), (5, 32, 0.04653732810371762)], 1.2186358693663752)
([(0, 33, 0.3206353691518047), (1, 33, 0.016892871475857607), (2, 33, 0.2246276743661729), (3, 33, 0.261363149102342), (4, 32, 0.1729052432916253), (5, 33, 0.028566766463076314)], 1.0249910738508787)
([(0, 31, 0.08862064442679092), (1, 31, 0.09219878825152521), (2, 31, 0.09525138315914083), (3, 31, 0.16973944186933582), (4, 30, 0.23760044152999646), (5, 31, 0.02950063032551107)], 0.7129113295623003)
([(0, 32, 0.10856107151868788), (1, 31, 0.022818184366973353), (2, 31, 0.11297291757415746), (3, 31, 0.1584506008833969), (4, 31, 0.14495474121544963), (5, 31, 0.03914518908291287)], 0.5869027046415781)
([(0, 30, 0.12431994696059469), (1, 30, 0.02642837473988015), (2, 29, 0.10218918566674186), (3, 30, 0.1854620037525257), (4, 29, 0.23928203175553198), (5, 30, 0.06806573168416014)], 0.7457472745594345)
