([(0, 1, 0.334866869778332), (1, 4, 0.020110847188823982), (2, 1, 1.5213781026715636), (3, 21, 0.20807225377067254), (4, 0, 1.0000480269781153), (5, 22, 0.06648680067091318)], 3.150962901058421)
([(0, 1, 0.7236926507850354), (1, 1, 0.27952192970874745), (2, 1, 1.6756819750577858), (3, 20, 0.1423812185520756), (4, 1, 1.5172139652846544), (5, 25, 0.11473444264216748)], 4.453226182030466)
([(0, 2, 0.43423708123871685), (1, 3, 0.0242435308239973), (2, 28, 0.17669164451152738), (3, 11, 0.1895359709363621), (4, 0, 1.0000480269781153), (5, 5, 0.10953822503278664)], 1.9342944795215056)
([(0, 3, 0.5213440875634784), (1, 3, 0.17204219937192067), (2, 13, 0.39690765931370847), (3, 24, 0.41145000815708765), (4, 0, 1.0000480269781153), (5, 6, 0.045810791009126765)], 2.547602772393437)
([(0, 5, 0.5457791504137623), (1, 18, 0.0970579650480158), (2, 20, 0.5438573470688798), (3, 1, 1.219385181899946), (4, 0, 1.0000480269781153), (5, 5, 0.07340421145631187)], 3.4795318828650315)
([(0, 2, 1.0056783742547781), (1, 11, 0.10549485221449129), (2, 6, 0.16643599262410705), (3, 10, 0.5785628119384282), (4, 2, 0.7898431087418968), (5, 19, 0.04315108527135846)], 2.6891662250450596)
([(0, 4, 0.3400138708109712), (1, 6, 0.06147351819991498), (2, 23, 0.29184021632684526), (3, 10, 0.21946452390374493), (4, 1, 1.2363849913097233), (5, 5, 0.0918491805162355)], 2.241026301067435)
([(0, 1, 0.514345426290588), (1, 1, 0.27899998167064866), (2, 19, 0.25021686867470017), (3, 1, 1.440778736606066), (4, 0, 1.0000480269781153), (5, 27, 0.09292969414062016)], 3.5773187343607384)
([(0, 8, 0.3208742995329249), (1, 5, 0.11520938166093336), (2, 9, 0.3678628910753497), (3, 14, 0.23598951058390583), (4, 1, 1.3278040526989852), (5, 13, 0.04902317885934132)], 2.41676331441144)
([(0, 7, 0.46621360533011813), (1, 9, 0.07766865548309303), (2, 10, 0.4783298452277136), (3, 17, 0.2544016903275581), (4, 1, 1.3456024933076731), (5, 6, 0.011384086642887212)], 2.633600376319043)
([(0, 16, 0.18287495323947203), (1, 1, 0.2789512551757966), (2, 1, 1.5577681800216525), (3, 27, 0.35399977098998875), (4, 1, 1.3111064621291473), (5, 4, 0.11915897199785838)], 3.803859593553916)
([(0, 6, 0.30870841079491956), (1, 5, 0.034756335410928776), (2, 13, 0.1828645439348703), (3, 17, 0.29807458190866165), (4, 1, 1.6734794825625678), (5, 8, 0.022615515200860352)], 2.5204988698128084)
([(0, 2, 0.47194684855936814), (1, 1, 0.27893868081347345), (2, 12, 0.18377962073437853), (3, 29, 0.20652278637429822), (4, 2, 1.1915744595032653), (5, 3, 0.12959968112176148)], 2.462362077106545)
([(0, 4, 0.24685573986027284), (1, 4, 0.10541436760153594), (2, 10, 0.3018819527558024), (3, 20, 0.16164372690071813), (4, 1, 1.2832589723708154), (5, 11, 0.09694609057632843)], 2.1960008500654733)
([(0, 3, 0.17411723293103648), (1, 7, 0.043429631347763224), (2, 14, 0.3194667973670211), (3, 13, 0.1766789413990076), (4, 2, 0.9163444569267113), (5, 11, 0.13697151579391983)], 1.7670085757654594)
([(0, 2, 0.2021134255113547), (1, 1, 0.27902613455934727), (2, 15, 0.44673362598682814), (3, 26, 0.20534123442676486), (4, 2, 0.325432258397538), (5, 3, 0.1383996866243817)], 1.5970463655062146)
([(0, 2, 0.3720312975847241), (1, 8, 0.03968562468109695), (2, 15, 0.672753541634194), (3, 19, 0.07478226004256153), (4, 1, 1.276450355041169), (5, 4, 0.18767494941408405)], 2.6233780283978296)
([(0, 3, 0.4173297513667998), (1, 5, 0.08053788866058355), (2, 22, 0.26843722156996697), (3, 13, 0.34777056942587736), (4, 0, 1.0000480269781153), (5, 6, 0.15121351648061726)], 2.26533697448196)
([(0, 31, 0.13058930192160798), (1, 1, 0.27893890770027646), (2, 1, 1.5195372540397303), (3, 16, 0.22944051215371983), (4, 0, 1.0000480269781153), (5, 1, 0.27894732530156896)], 3.437501328095019)
([(0, 13, 0.18031291895773235), (1, 6, 0.08994217605820498), (2, 6, 0.8442173220862392), (3, 14, 0.31637269835030085), (4, 1, 1.4495544719793985), (5, 9, 0.038557779861118996)], 2.918957367292995)
([(0, 4, 0.5011565149156805), (1, 12, 0.11301348927682661), (2, 22, 0.14056772367627632), (3, 1, 1.7601519749062073), (4, 1, 1.659551079613771), (5, 9, 0.10618245721032256)], 4.280623239599084)
