([(0, 1, 0.334866869778332), (1, 1, 0.27939857832907344), (2, 1, 1.5213781026715636), (3, 1, 1.1773451432650963), (4, 1, 1.1654689172946788), (5, 1, 0.278953481037122)], 4.757411092375866)
([(0, 1, 0.7236926507850354), (1, 1, 0.27952192970874745), (2, 1, 1.6756819750577858), (3, 1, 1.3845993705130362), (4, 1, 1.5172139652846544), (5, 1, 0.27898078774399615)], 5.859690679093256)
([(0, 1, 0.6259940221107266), (1, 1, 0.2789367040509537), (2, 1, 1.4911946343281206), (3, 1, 1.4160346618383692), (4, 1, 1.1638652408988395), (5, 1, 0.2789762079678135)], 5.255001471194824)
([(0, 1, 0.9347418839349534), (1, 1, 0.27906019224562545), (2, 1, 1.3189443655259494), (3, 1, 1.8094758098476875), (4, 1, 1.2242489758640258), (5, 1, 0.27894402386478334)], 5.845415251283024)
([(0, 1, 0.9129042399458308), (1, 1, 0.27926973211701867), (2, 1, 1.331370118670316), (3, 1, 1.219385181899946), (4, 1, 1.195739274642587), (5, 1, 0.2789498997388258)], 5.217618447014524)
([(0, 1, 0.5534474984903507), (1, 1, 0.2789459364934489), (2, 1, 1.301737630426889), (3, 1, 1.365537385346021), (4, 1, 1.3861579724077058), (5, 1, 0.2790644302154132)], 5.164890853379829)
([(0, 1, 1.3160198794853193), (1, 1, 0.2789552822976294), (2, 1, 1.2993783019165754), (3, 1, 1.164176564452508), (4, 1, 1.2363849913097233), (5, 1, 0.27894264448762596)], 5.573857663949381)
([(0, 1, 0.514345426290588), (1, 1, 0.27899998167064866), (2, 1, 1.542763505703019), (3, 1, 1.440778736606066), (4, 1, 1.348637199422954), (5, 1, 0.27893665114194693)], 5.404461500835223)
([(0, 1, 0.24313997970151646), (1, 1, 0.2794704389127833), (2, 1, 1.3008679263738752), (3, 1, 1.2787661028257973), (4, 1, 1.3278040526989852), (5, 1, 0.27896690646935324)], 4.709015406982311)
([(0, 1, 1.26119820180789), (1, 1, 0.27933746962352957), (2, 1, 1.3256590372780246), (3, 1, 1.4288339113823953), (4, 1, 1.3456024933076731), (5, 1, 0.2789507047803617)], 5.919581818179875)
([(0, 1, 0.3829393343942935), (1, 1, 0.2789512551757966), (2, 1, 1.5577681800216525), (3, 1, 1.9977441668928984), (4, 1, 1.3111064621291473), (5, 1, 0.27904440381379453)], 5.807553802427583)
([(0, 1, 0.6895795690990096), (1, 1, 0.2789774651449615), (2, 1, 1.2961187749402034), (3, 1, 1.1653045838425058), (4, 1, 1.6734794825625678), (5, 1, 0.2790049020090024)], 5.38246477759825)
([(0, 1, 0.46789325571888996), (1, 1, 0.27893868081347345), (2, 1, 1.3777426665631083), (3, 1, 1.5655934207575184), (4, 1, 1.176855778893987), (5, 1, 0.2789935609672116)], 5.146017363714188)
([(0, 1, 1.1525981492136368), (1, 1, 0.2791171960765395), (2, 1, 1.339104514946473), (3, 1, 1.1720764273427124), (4, 1, 1.2832589723708154), (5, 1, 0.2789905538386744)], 5.505145813788852)
([(0, 1, 0.20094445077348208), (1, 1, 0.27896275358054823), (2, 1, 1.2976683884193458), (3, 1, 1.1638587772726432), (4, 1, 1.6033557858516714), (5, 1, 0.27900930082972036)], 4.823799456727412)
([(0, 1, 0.5047136014918573), (1, 1, 0.27902613455934727), (2, 1, 1.5857590041151324), (3, 1, 1.2335198569743917), (4, 1, 1.1924432867161636), (5, 1, 0.27954060014044757)], 5.07500248399734)
([(0, 1, 0.7570802958285748), (1, 1, 0.27900668283369734), (2, 1, 1.853913841288337), (3, 1, 1.7582013742539147), (4, 1, 1.276450355041169), (5, 1, 0.27893663379363687)], 6.2035891830393295)
([(0, 1, 0.1768349454514033), (1, 1, 0.27896788318247123), (2, 1, 1.7924047992795533), (3, 1, 1.440057895745813), (4, 1, 1.2034456524524475), (5, 1, 0.27967408630163787)], 5.171385262413326)
([(0, 1, 0.36190106935702715), (1, 1, 0.27893890770027646), (2, 1, 1.5195372540397303), (3, 1, 1.3024974842637713), (4, 1, 1.580101849708377), (5, 1, 0.27894732530156896)], 5.321923890370751)
([(0, 1, 1.0738306303971168), (1, 1, 0.2789472449595423), (2, 1, 1.4816448071653636), (3, 1, 1.1796053510142022), (4, 1, 1.4495544719793985), (5, 1, 0.2789541591224782)], 5.742536664638102)
([(0, 1, 1.4989899344641404), (1, 1, 0.2790729657979624), (2, 1, 1.2944325471535785), (3, 1, 1.7601519749062073), (4, 1, 1.659551079613771), (5, 1, 0.2791029355939412)], 6.771301437529601)
([(0, 1, 0.334866869778332), (1, 1, 0.27939857832907344), (2, 1, 1.5213781026715636), (3, 1, 1.1773451432650963), (4, 1, 1.1654689172946788), (5, 1, 0.278953481037122)], 4.757411092375866)
([(0, 1, 0.7236926507850354), (1, 1, 0.27952192970874745), (2, 1, 1.6756819750577858), (3, 1, 1.3845993705130362), (4, 1, 1.5172139652846544), (5, 1, 0.27898078774399615)], 5.859690679093256)
([(0, 1, 0.6259940221107266), (1, 1, 0.2789367040509537), (2, 1, 1.4911946343281206), (3, 1, 1.4160346618383692), (4, 1, 1.1638652408988395), (5, 1, 0.2789762079678135)], 5.255001471194824)
([(0, 1, 0.9347418839349534), (1, 1, 0.27906019224562545), (2, 1, 1.3189443655259494), (3, 1, 1.8094758098476875), (4, 1, 1.2242489758640258), (5, 1, 0.27894402386478334)], 5.845415251283024)
([(0, 1, 0.5534474984903507), (1, 1, 0.2789459364934489), (2, 1, 1.301737630426889), (3, 1, 1.365537385346021), (4, 1, 1.3861579724077058), (5, 1, 0.2790644302154132)], 5.164890853379829)
